104052 silly lifecycle diff@1.0.7~preinstall: no script for preinstall, continuing
105576 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\validate-npm-package-license
105577 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\normalize-package-data
105578 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\read-pkg
105579 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\read-pkg-up
105580 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\meow
105581 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\default-browser-id
105582 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\vary
105583 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\express
105584 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\connect\node_modules\method-override
105585 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\connect\node_modules\compression
105586 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\verror
105587 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\jsprim
105588 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\http-signature
105589 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\vhost
105590 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\connect
105591 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ware
105592 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\weak-map
105593 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\q
105594 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\whet.extend
105595 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\svgo
105596 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin-svgo
105597 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-svgmin
105598 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\which
105599 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-chrome-launcher
105600 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-legacy-util
105601 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt
105602 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-detect-browsers\node_modules\ms
105603 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-detect-browsers\node_modules\debug
105604 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-detect-browsers\node_modules\yargs
105605 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-release\node_modules\semver
105606 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-release
105607 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\os-name
105608 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\window-size
105609 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\ansi-styles
105610 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\chalk
105611 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\lodash
105612 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\minimatch
105613 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\glob
105614 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep\node_modules\minimist
105615 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wordwrap
105616 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\with\node_modules\optimist
105617 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\with\node_modules\uglify-js
105618 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\with
105619 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\transformers\node_modules\optimist
105620 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\transformers\node_modules\uglify-js
105621 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\transformers
105622 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\optimist
105623 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ng-annotate
105624 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-ng-annotate
105625 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\http-proxy
105626 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\bower-config
105627 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wiredep
105628 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-wiredep
105629 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-injector
105630 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\bower-registry-client
105631 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\optimist
105632 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\transformers\node_modules\uglify-js
105633 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\transformers
105634 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\handlebars\node_modules\optimist
105635 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\handlebars\node_modules\uglify-js
105636 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\handlebars
105637 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\event-stream\node_modules\optimist
105638 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\event-stream
105639 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ps-tree
105640 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\wrappy
105641 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\once
105642 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\npmconf
105643 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\registry-url
105644 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\package-json
105645 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\latest-version
105646 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\google-cdn\node_modules\glob
105647 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\end-of-stream
105648 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\pump
105649 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\inflight
105650 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules\glob
105651 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules\rimraf
105652 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules\fstream
105653 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules\tar
105654 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack
105655 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules\glob
105656 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules\rimraf
105657 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules\fstream
105658 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules\tar
105659 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-inspector\node_modules\glob
105660 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules\rimraf\node_modules\glob
105661 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules\rimraf
105662 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules\glob
105663 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ws\node_modules\commander
105664 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ws\node_modules\nan
105665 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ws
105666 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\x-default-browser
105667 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xdg-basedir
105668 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\configstore
105669 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\update-notifier
105670 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xmlbuilder
105671 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xml2js
105672 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\selenium-webdriver
105673 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\protractor
105674 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-protractor-runner
105675 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xmldom
105676 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\plist
105677 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xmlhttprequest
105678 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\xtend
105679 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\win-detect-browsers
105680 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\browser-launcher2
105681 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\biased-opener
105682 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-stream
105683 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-fs
105684 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\is-my-json-valid
105685 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\har-validator
105686 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\request
105687 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\nodemon\node_modules\update-notifier
105688 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\nodemon
105689 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-nodemon
105690 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp
105691 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\v8-profiler
105692 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\v8-debug
105693 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-inspector
105694 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-node-inspector
105695 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\insight
105696 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\google-cdn\node_modules\bower
105697 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\google-cdn
105698 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-google-cdn
105699 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\download
105700 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\bin-wrapper
105701 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\bin-build
105702 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\pngquant-bin
105703 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin-pngquant
105704 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\optipng-bin
105705 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin-optipng
105706 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\jpegtran-bin
105707 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin-jpegtran
105708 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\gifsicle
105709 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin-gifsicle
105710 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\imagemin
105711 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-contrib-imagemin
105712 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\phantomjs\node_modules\request
105713 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\yargs
105714 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\uglify-js
105715 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\with
105716 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\constantinople
105717 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules\jade
105718 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor
105719 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\html-minifier
105720 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-angular-templates
105721 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\constantinople
105722 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-jade-preprocessor\node_modules\jade
105723 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-jade-preprocessor
105724 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\yauzl
105725 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\extract-zip
105726 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\phantomjs
105727 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-phantomjs-launcher
105728 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\zeparser
105729 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\active-x-obfuscator
105730 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\socket.io-client
105731 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\socket.io
105732 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma
105733 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\zlib-browserify
105734 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\gzip-size
105735 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\maxmin
105736 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-contrib-uglify
105737 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\grunt-contrib-cssmin
105738 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\body-parser
105739 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\composable-middleware
105740 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\compression
105741 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\connect-mongo
105742 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\cookie-parser
105743 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ejs
105744 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\errorhandler
105745 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\express-session
105746 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\id3_reader
105747 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\id3-parser
105748 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\id3js
105749 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\method-override
105750 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\morgan
105751 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\music-tag
105752 silly finalize C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\serve-favicon
105753 silly doSerial build 1086
105754 silly build abbrev@1.0.7
105755 info linkStuff abbrev@1.0.7
105756 silly linkStuff abbrev@1.0.7 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
105757 verbose linkBins abbrev@1.0.7
105758 verbose linkMans abbrev@1.0.7
105759 silly build accessibility-developer-tools@2.6.0
105760 info linkStuff accessibility-developer-tools@2.6.0
105761 silly linkStuff accessibility-developer-tools@2.6.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
105762 verbose linkBins accessibility-developer-tools@2.6.0
105763 verbose linkMans accessibility-developer-tools@2.6.0
105764 silly build adm-zip@0.4.7
105765 info linkStuff adm-zip@0.4.7
105766 silly linkStuff adm-zip@0.4.7 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
